RTPLAN:  pb field pb_type      E pb_nprim  FWHM  x0 y0 z0 f_x f_y f_z u_x u_y u_z l_x l_y l_z
#     pb    field    pb_type      E         pb_nprim     FWHM  x0      y0    z0   f_x  f_y  f_z  u_x  u_y  u_z  l_x  l_y l_z
pb: 1 5 electron 100 100000 1.2 45.4504 67.6743 -136.014 -0.616853 -0.786986 0.0120928 0.00746002 0.00951755 0.999927 0.787043 -0.616898 0
pb: 2 5 electron 100 100000 1.2 45.4504 67.6743 -136.014 -0.616718 -0.786813 0.0241803 0.0149168 0.0190309 0.999708 0.787043 -0.616898 0
pb: 3 5 electron 100 100000 1.2 45.4504 67.6743 -136.014 -0.607336 -0.794445 0 0 0 1 0.794445 -0.607336 0
pb: 4 5 electron 100 100000 1.2 45.4504 67.6743 -136.014 -0.607292 -0.794387 0.0120972 0.00734708 0.00961057 0.999927 0.794445 -0.607336 -8.67362e-19
pb: 5 5 electron 100 100000 1.2 45.4504 67.6743 -136.014 -0.607159 -0.794212 0.0241891 0.0146909 0.0192169 0.999707 0.794445 -0.607336 0
pb: 6 5 electron 100 100000 1.2 45.4504 67.6743 -136.014 -0.597505 -0.8015 -0.0241944 -0.0144605 -0.0193975 0.999707 0.801735 -0.59768 -1.73472e-18
pb: 7 5 electron 100 100000 1.2 45.4504 67.6743 -136.014 -0.597637 -0.801676 -0.0120999 -0.00723186 -0.00970089 0.999927 0.801735 -0.59768 -8.67362e-19
pb: 8 5 electron 100 100000 1.2 45.4504 67.6743 -136.014 -0.59768 -0.801735 0 0 0 1 0.801735 -0.59768 0
pb: 9 5 electron 100 100000 1.2 45.4504 67.6743 -136.014 -0.597637 -0.801676 0.0120999 0.00723186 0.00970089 0.999927 0.801735 -0.59768 8.67362e-19
pb: 10 5 electron 100 100000 1.2 45.4504 67.6743 -136.014 -0.597505 -0.8015 0.0241944 0.0144605 0.0193975 0.999707 0.801735 -0.59768 1.73472e-18
pb: 11 5 electron 100 100000 1.2 45.4504 67.6743 -136.014 -0.587762 -0.808672 -0.0241962 -0.0142258 -0.0195725 0.999707 0.808909 -0.587934 1.73472e-18
pb: 12 5 electron 100 100000 1.2 45.4504 67.6743 -136.014 -0.587891 -0.80885 -0.0121008 -0.00711445 -0.00978841 0.999927 0.808909 -0.587934 0
pb: 13 5 electron 100 100000 1.2 45.4504 67.6743 -136.014 -0.587934 -0.808909 0 0 0 1 0.808909 -0.587934 0
pb: 14 5 electron 100 100000 1.2 45.4504 67.6743 -136.014 -0.587891 -0.80885 0.0121008 0.00711445 0.00978841 0.999927 0.808909 -0.587934 0
pb: 15 5 electron 100 100000 1.2 45.4504 67.6743 -136.014 -0.587762 -0.808672 0.0241962 0.0142258 0.0195725 0.999707 0.808909 -0.587934 -1.73472e-18
pb: 16 5 electron 100 100000 1.2 45.4504 67.6743 -136.014 -0.577932 -0.815726 -0.0241944 -0.0139868 -0.0197418 0.999707 0.815965 -0.578101 0
pb: 17 5 electron 100 100000 1.2 45.4504 67.6743 -136.014 -0.578059 -0.815905 -0.0120999 -0.00699495 -0.00987307 0.999927 0.815965 -0.578101 -8.67362e-19
pb: 18 5 electron 100 100000 1.2 45.4504 67.6743 -136.014 -0.578101 -0.815965 0 0 0 1 0.815965 -0.578101 0
pb: 19 5 electron 100 100000 1.2 45.4504 67.6743 -136.014 -0.578059 -0.815905 0.0120999 0.00699495 0.00987307 0.999927 0.815965 -0.578101 8.67362e-19
pb: 20 5 electron 100 100000 1.2 45.4504 67.6743 -136.014 -0.577932 -0.815726 0.0241944 0.0139868 0.0197418 0.999707 0.815965 -0.578101 0
pb: 21 5 electron 100 100000 1.2 45.4504 67.6743 -136.014 -0.568021 -0.822659 -0.0241891 -0.0137439 -0.0199052 0.999707 0.822899 -0.568187 -1.73472e-18
pb: 22 5 electron 100 100000 1.2 45.4504 67.6743 -136.014 -0.568145 -0.822839 -0.0120972 -0.00687348 -0.00995479 0.999927 0.822899 -0.568187 -8.67362e-19
pb: 23 5 electron 100 100000 1.2 45.4504 67.6743 -136.014 -0.568187 -0.822899 0 0 0 1 0.822899 -0.568187 0
pb: 24 5 electron 100 100000 1.2 45.4504 67.6743 -136.014 -0.568145 -0.822839 0.0120972 0.00687348 0.00995479 0.999927 0.822899 -0.568187 8.67362e-19
pb: 25 5 electron 100 100000 1.2 45.4504 67.6743 -136.014 -0.568021 -0.822659 0.0241891 0.0137439 0.0199052 0.999707 0.822899 -0.568187 1.73472e-18
pb: 26 5 electron 100 100000 0.7 45.4504 67.6743 -136.014 -0.628242 -0.778018 0 0 0 1 0.778018 -0.628242 0
