RTPLAN:  pb field pb_type      E pb_nprim  FWHM  x0 y0 z0 f_x f_y f_z u_x u_y u_z l_x l_y l_z
pb: 27 5 electron 100 100000 0.7 45.4504 67.6743 -136.014 -0.628219 -0.77799 0.00845993 0.00531488 0.00658198 0.999964 0.778018 -0.628242 -8.67362e-19
pb: 28 5 electron 100 100000 0.7 45.4504 67.6743 -136.014 -0.628152 -0.777907 0.016918 0.0106286 0.0131625 0.999857 0.778018 -0.628242 0
pb: 29 5 electron 100 100000 0.7 45.4504 67.6743 -136.014 -0.628039 -0.777768 0.0253725 0.0159401 0.0197403 0.999678 0.778018 -0.628242 0
pb: 30 5 electron 100 100000 0.7 45.4504 67.6743 -136.014 -0.627882 -0.777573 0.0338216 0.0212481 0.0263138 0.999428 0.778018 -0.628242 3.46945e-18
pb: 31 5 electron 100 100000 0.7 45.4504 67.6743 -136.014 -0.62768 -0.777323 0.0422633 0.0265516 0.0328817 0.999107 0.778018 -0.628242 -3.46945e-18
pb: 32 5 electron 100 100000 0.7 45.4504 67.6743 -136.014 -0.621642 -0.783301 0 0 0 1 0.783301 -0.621642 0
pb: 33 5 electron 100 100000 0.7 45.4504 67.6743 -136.014 -0.62162 -0.783273 0.00846326 0.00526112 0.00662928 0.999964 0.783301 -0.621642 0
pb: 34 5 electron 100 100000 0.7 45.4504 67.6743 -136.014 -0.621553 -0.783189 0.0169247 0.0105211 0.0132571 0.999857 0.783301 -0.621642 -1.73472e-18
pb: 35 5 electron 100 100000 0.7 45.4504 67.6743 -136.014 -0.621442 -0.783049 0.0253825 0.0157788 0.0198821 0.999678 0.783301 -0.621642 0
pb: 36 5 electron 100 100000 0.7 45.4504 67.6743 -136.014 -0.621286 -0.782853 0.0338349 0.0210332 0.0265029 0.999427 0.783301 -0.621642 3.46945e-18
pb: 37 5 electron 100 100000 0.7 45.4504 67.6743 -136.014 -0.621086 -0.782601 0.04228 0.026283 0.033118 0.999106 0.783301 -0.621642 3.46945e-18
pb: 38 5 electron 100 100000 0.7 45.4504 67.6743 -136.014 -0.614905 -0.788419 -0.0169302 -0.0104119 -0.01335 0.999857 0.788532 -0.614993 0
pb: 39 5 electron 100 100000 0.7 45.4504 67.6743 -136.014 -0.614971 -0.788504 -0.00846599 -0.00520653 -0.0066757 0.999964 0.788532 -0.614993 8.67362e-19
pb: 40 5 electron 100 100000 0.7 45.4504 67.6743 -136.014 -0.614993 -0.788532 0 0 0 1 0.788532 -0.614993 0
pb: 41 5 electron 100 100000 0.7 45.4504 67.6743 -136.014 -0.614971 -0.788504 0.00846599 0.00520653 0.0066757 0.999964 0.788532 -0.614993 -8.67362e-19
pb: 42 5 electron 100 100000 0.7 45.4504 67.6743 -136.014 -0.614641 -0.78808 0.0338458 0.0208149 0.0266885 0.999427 0.788532 -0.614993 0
pb: 43 5 electron 100 100000 0.7 45.4504 67.6743 -136.014 -0.614443 -0.787827 0.0422936 0.0260103 0.0333498 0.999105 0.788532 -0.614993 0
pb: 44 5 electron 100 100000 0.7 45.4504 67.6743 -136.014 -0.607948 -0.793255 -0.0338542 -0.0205934 -0.0268704 0.999427 0.79371 -0.608297 0
pb: 45 5 electron 100 100000 0.7 45.4504 67.6743 -136.014 -0.608101 -0.793454 -0.0253971 -0.0154489 -0.0201579 0.999677 0.79371 -0.608297 1.73472e-18
pb: 46 5 electron 100 100000 0.7 45.4504 67.6743 -136.014 -0.60821 -0.793596 -0.0169344 -0.0103011 -0.013441 0.999857 0.79371 -0.608297 -1.73472e-18
pb: 47 5 electron 100 100000 0.7 45.4504 67.6743 -136.014 -0.608275 -0.793681 -0.00846811 -0.00515113 -0.00672122 0.999964 0.79371 -0.608297 8.67362e-19
pb: 48 5 electron 100 100000 0.7 45.4504 67.6743 -136.014 -0.607948 -0.793255 0.0338542 0.0205934 0.0268704 0.999427 0.79371 -0.608297 0
pb: 49 5 electron 100 100000 0.7 45.4504 67.6743 -136.014 -0.607752 -0.792999 0.0423042 0.0257335 0.0335772 0.999105 0.79371 -0.608297 -3.46945e-18
pb: 50 5 electron 100 100000 0.7 45.4504 67.6743 -136.014 -0.601015 -0.798117 -0.0423118 -0.0254528 -0.0338 0.999104 0.798832 -0.601554 0
pb: 51 5 electron 100 100000 0.7 45.4504 67.6743 -136.014 -0.601209 -0.798374 -0.0338603 -0.0203688 -0.0270487 0.999427 0.798832 -0.601554 0
pb: 52 5 electron 100 100000 0.7 45.4504 67.6743 -136.014 -0.60136 -0.798575 -0.0254016 -0.0152804 -0.0202916 0.999677 0.798832 -0.601554 1.73472e-18
pb: 53 5 electron 100 100000 0.7 45.4504 67.6743 -136.014 -0.601209 -0.798374 0.0338603 0.0203688 0.0270487 0.999427 0.798832 -0.601554 0
pb: 54 5 electron 100 100000 0.7 45.4504 67.6743 -136.014 -0.601015 -0.798117 0.0423118 0.0254528 0.0338 0.999104 0.798832 -0.601554 0
pb: 55 5 electron 100 100000 0.7 45.4504 67.6743 -136.014 -0.594233 -0.803179 -0.0423163 -0.0251683 -0.034018 0.999104 0.803899 -0.594766 0
pb: 56 5 electron 100 100000 0.7 45.4504 67.6743 -136.014 -0.594425 -0.803438 -0.033864 -0.0201411 -0.0272232 0.999426 0.803899 -0.594766 0
pb: 57 5 electron 100 100000 0.7 45.4504 67.6743 -136.014 -0.594425 -0.803438 0.033864 0.0201411 0.0272232 0.999426 0.803899 -0.594766 0
pb: 58 5 electron 100 100000 0.7 45.4504 67.6743 -136.014 -0.594233 -0.803179 0.0423163 0.0251683 0.034018 0.999104 0.803899 -0.594766 0
pb: 59 5 electron 100 100000 0.7 45.4504 67.6743 -136.014 -0.587407 -0.808184 -0.0423178 -0.0248801 -0.0342313 0.999104 0.808909 -0.587934 0
pb: 60 5 electron 100 100000 0.7 45.4504 67.6743 -136.014 -0.587597 -0.808445 -0.0338652 -0.0199105 -0.0273938 0.999426 0.808909 -0.587934 3.46945e-18
pb: 61 5 electron 100 100000 0.7 45.4504 67.6743 -136.014 -0.587597 -0.808445 0.0338652 0.0199105 0.0273938 0.999426 0.808909 -0.587934 -3.46945e-18
pb: 62 5 electron 100 100000 0.7 45.4504 67.6743 -136.014 -0.587407 -0.808184 0.0423178 0.0248801 0.0342313 0.999104 0.808909 -0.587934 0
pb: 63 5 electron 100 100000 0.7 45.4504 67.6743 -136.014 -0.580539 -0.813132 -0.0423163 -0.0245883 -0.0344396 0.999104 0.813861 -0.58106 3.46945e-18
pb: 64 5 electron 100 100000 0.7 45.4504 67.6743 -136.014 -0.580727 -0.813394 -0.033864 -0.019677 -0.0275605 0.999426 0.813861 -0.58106 0
pb: 65 5 electron 100 100000 0.7 45.4504 67.6743 -136.014 -0.580727 -0.813394 0.033864 0.019677 0.0275605 0.999426 0.813861 -0.58106 0
pb: 66 5 electron 100 100000 0.7 45.4504 67.6743 -136.014 -0.580539 -0.813132 0.0423163 0.0245883 0.0344396 0.999104 0.813861 -0.58106 -3.46945e-18
pb: 67 5 electron 100 100000 0.7 45.4504 67.6743 -136.014 -0.573631 -0.81802 -0.0423118 -0.0242931 -0.0346429 0.999104 0.818754 -0.574145 0
pb: 68 5 electron 100 100000 0.7 45.4504 67.6743 -136.014 -0.573816 -0.818284 -0.0338603 -0.0194407 -0.0277233 0.999427 0.818754 -0.574145 0
pb: 69 5 electron 100 100000 0.7 45.4504 67.6743 -136.014 -0.573816 -0.818284 0.0338603 0.0194407 0.0277233 0.999427 0.818754 -0.574145 0
pb: 70 5 electron 100 100000 0.7 45.4504 67.6743 -136.014 -0.573631 -0.81802 0.0423118 0.0242931 0.0346429 0.999104 0.818754 -0.574145 0
pb: 71 5 electron 100 100000 0.7 45.4504 67.6743 -136.014 -0.566683 -0.822849 -0.0423042 -0.0239946 -0.0348411 0.999105 0.823586 -0.567191 -3.46945e-18
pb: 72 5 electron 100 100000 0.7 45.4504 67.6743 -136.014 -0.566866 -0.823114 -0.0338542 -0.0192018 -0.0278819 0.999427 0.823586 -0.567191 -3.46945e-18
pb: 73 5 electron 100 100000 0.7 45.4504 67.6743 -136.014 -0.567008 -0.82332 0.0253971 0.014405 0.0209167 0.999677 0.823586 -0.567191 1.73472e-18
pb: 74 5 electron 100 100000 0.7 45.4504 67.6743 -136.014 -0.566866 -0.823114 0.0338542 0.0192018 0.0278819 0.999427 0.823586 -0.567191 3.46945e-18
pb: 75 5 electron 100 100000 0.7 45.4504 67.6743 -136.014 -0.566683 -0.822849 0.0423042 0.0239946 0.0348411 0.999105 0.823586 -0.567191 3.46945e-18
pb: 76 5 electron 100 100000 0.7 45.4504 67.6743 -136.014 -0.559698 -0.827616 -0.0422936 -0.0236928 -0.0350342 0.999105 0.828358 -0.5602 0
pb: 77 5 electron 100 100000 0.7 45.4504 67.6743 -136.014 -0.559879 -0.827883 -0.0338458 -0.0189604 -0.0280364 0.999427 0.828358 -0.5602 -3.46945e-18
pb: 78 5 electron 100 100000 0.7 45.4504 67.6743 -136.014 -0.560119 -0.828239 0.0169302 0.00948427 0.0140242 0.999857 0.828358 -0.5602 -1.73472e-18
pb: 79 5 electron 100 100000 0.7 45.4504 67.6743 -136.014 -0.560019 -0.828091 0.0253907 0.0142239 0.0210326 0.999678 0.828358 -0.5602 0
pb: 80 5 electron 100 100000 0.7 45.4504 67.6743 -136.014 -0.559879 -0.827883 0.0338458 0.0189604 0.0280364 0.999427 0.828358 -0.5602 3.46945e-18
pb: 81 5 electron 100 100000 0.7 45.4504 67.6743 -136.014 -0.552677 -0.832322 -0.04228 -0.0233881 -0.035222 0.999106 0.833067 -0.553172 0
pb: 82 5 electron 100 100000 0.7 45.4504 67.6743 -136.014 -0.552855 -0.83259 -0.0338349 -0.0187165 -0.0281867 0.999427 0.833067 -0.553172 -1.73472e-18
pb: 83 5 electron 100 100000 0.7 45.4504 67.6743 -136.014 -0.552994 -0.832799 -0.0253825 -0.0140409 -0.0211453 0.999678 0.833067 -0.553172 0
pb: 84 5 electron 100 100000 0.7 45.4504 67.6743 -136.014 -0.553093 -0.832948 -0.0169247 -0.00936227 -0.0140994 0.999857 0.833067 -0.553172 0
pb: 85 5 electron 100 100000 0.7 45.4504 67.6743 -136.014 -0.553152 -0.833037 -0.00846326 -0.00468164 -0.00705046 0.999964 0.833067 -0.553172 0
pb: 86 5 electron 100 100000 0.7 45.4504 67.6743 -136.014 -0.553172 -0.833067 0 0 0 1 0.833067 -0.553172 0
pb: 87 5 electron 100 100000 0.7 45.4504 67.6743 -136.014 -0.553152 -0.833037 0.00846326 0.00468164 0.00705046 0.999964 0.833067 -0.553172 0
pb: 88 5 electron 100 100000 0.7 45.4504 67.6743 -136.014 -0.553093 -0.832948 0.0169247 0.00936227 0.0140994 0.999857 0.833067 -0.553172 0
pb: 89 5 electron 100 100000 0.7 45.4504 67.6743 -136.014 -0.552994 -0.832799 0.0253825 0.0140409 0.0211453 0.999678 0.833067 -0.553172 0
pb: 90 5 electron 100 100000 0.7 45.4504 67.6743 -136.014 -0.545934 -0.837444 -0.0253725 -0.0138562 -0.0212549 0.999678 0.837714 -0.54611 -1.73472e-18
pb: 91 5 electron 100 100000 0.7 45.4504 67.6743 -136.014 -0.546032 -0.837594 -0.016918 -0.0092391 -0.0141725 0.999857 0.837714 -0.54611 0
pb: 92 5 electron 100 100000 0.7 45.4504 67.6743 -136.014 -0.54609 -0.837684 -0.00845993 -0.00462005 -0.00708699 0.999964 0.837714 -0.54611 4.33681e-19
pb: 93 5 electron 100 100000 0.7 45.4504 67.6743 -136.014 -0.54611 -0.837714 0 0 0 1 0.837714 -0.54611 0
pb: 94 5 electron 100 100000 0.7 45.4504 67.6743 -136.014 -0.54609 -0.837684 0.00845993 0.00462005 0.00708699 0.999964 0.837714 -0.54611 -4.33681e-19
