# isource fieldID pbID NumParticles
0	1	0	5.75979e+09
1	1	1	9.88746e+09
2	1	2	5.52085e+09
3	1	3	4.92815e+09
4	1	4	3.3735e+09
5	1	5	1.76989e+09
6	1	6	4.53496e+09
7	1	7	1.93234e+09
8	1	8	3.87845e+09
9	1	9	5.05067e+09
10	1	10	2.05326e+09
11	1	11	4.30222e+09
12	1	12	6.47086e+09
13	1	13	3.24542e+09
14	1	14	2.57064e+09
15	1	15	2.80007e+09
16	1	16	7.8432e+09
17	1	17	3.38914e+09
18	1	18	4.06184e+09
19	1	19	5.74875e+09
20	1	20	2.97068e+09
21	1	21	0
22	1	22	0
23	1	23	0
24	1	24	0
25	1	25	0
26	1	26	0
27	1	27	3.55638e+06
28	1	28	5.81651e+07
29	1	29	6.83685e+08
30	1	30	3.46768e+09
31	1	31	3.93494e+09
32	1	32	1.53344e+08
33	1	33	0
34	1	34	4.80408e+08
35	1	35	2.30246e+09
36	1	36	2.3941e+09
37	1	37	1.85627e+09
38	1	38	1.16249e+09
39	1	39	6.11675e+09
40	1	40	9.29376e+08
41	1	41	0
42	1	42	2.37988e+09
43	1	43	4.44831e+09
44	1	44	2.18954e+09
45	1	45	0
46	1	46	1.96988e+09
47	1	47	1.36842e+09
48	1	48	3.26682e+09
49	1	49	2.45026e+06
50	1	50	1.55357e+09
51	1	51	9.23622e+08
52	1	52	2.14047e+09
53	1	53	2.40617e+06
54	1	54	7.64023e+08
55	1	55	1.17552e+09
56	1	56	1.99104e+09
57	1	57	0
58	1	58	2.07126e+08
59	1	59	1.40301e+09
60	1	60	3.41209e+08
61	1	61	0
62	1	62	0
63	1	63	2.03231e+07
64	1	64	7.42911e+08
65	1	65	2.1372e+08
66	1	66	7.55062e+06
67	1	67	0
68	1	68	0
69	1	69	0
70	1	70	0
71	1	71	0
72	1	72	1.20849e+07
73	1	73	3.13963e+08
74	1	74	2.50546e+07
75	1	75	0
76	1	76	0
77	1	77	0
78	1	78	0
79	1	79	0
80	1	80	0
81	1	81	0
82	1	82	0
83	1	83	0
84	2	0	4.10216e+09
85	2	1	4.8415e+09
86	2	2	6.01165e+09
87	2	3	4.81141e+09
88	2	4	3.64012e+09
89	2	5	3.06495e+09
90	2	6	5.32313e+09
91	2	7	9.52614e+08
92	2	8	3.34229e+09
93	2	9	4.50414e+09
94	2	10	2.84299e+09
95	2	11	2.77321e+09
96	2	12	5.68221e+09
97	2	13	9.49689e+09
98	2	14	4.65321e+09
99	2	15	4.7538e+09
100	2	16	4.04591e+09
101	2	17	5.48042e+09
102	2	18	1.13331e+10
103	2	19	9.35987e+08
104	2	20	1.15042e+10
105	2	21	0
106	2	22	0
107	2	23	0
108	2	24	0
109	2	25	0
110	2	26	0
111	2	27	0
112	2	28	0
113	2	29	0
114	2	30	7.31808e+07
115	2	31	3.8607e+09
116	2	32	2.31889e+08
117	2	33	3.26e+09
118	2	34	4.74047e+09
119	2	35	1.25687e+09
120	2	36	0
121	2	37	0
122	2	38	1.77451e+09
123	2	39	1.04244e+09
124	2	40	3.14562e+08
125	2	41	0
126	2	42	0
127	2	43	5.47098e+08
128	2	44	2.12653e+09
129	2	45	7.94724e+07
130	2	46	0
131	2	47	0
132	2	48	6.94321e+08
133	2	49	3.54274e+09
134	2	50	1.63551e+07
135	2	51	0
136	2	52	8.18674e+08
137	2	53	4.43039e+09
138	2	54	4.74523e+08
139	2	55	0
140	2	56	2.86682e+08
141	2	57	6.92081e+09
142	2	58	2.08328e+09
143	2	59	0
144	2	60	0
145	2	61	5.14029e+06
146	2	62	9.44203e+08
147	2	63	7.86282e+08
148	2	64	0
149	2	65	0
150	2	66	0
151	2	67	2.22424e+07
152	2	68	7.66716e+08
153	2	69	3.05229e+09
154	2	70	0
155	2	71	0
156	2	72	0
157	2	73	2.43857e+08
158	2	74	7.86651e+09
159	2	75	5.52032e+09
160	2	76	0
161	2	77	0
162	2	78	0
163	2	79	7.98956e+08
164	2	80	4.67465e+09
165	2	81	0
166	2	82	0
167	2	83	0
168	2	84	0
169	2	85	0
170	2	86	0
171	2	87	0
