# isource fieldID pbID NumParticles
172	3	0	5.26335e+09
173	3	1	6.96436e+09
174	3	2	6.04108e+09
175	3	3	2.10346e+10
176	3	4	2.03878e+09
177	3	5	7.16178e+09
178	3	6	2.46495e+09
179	3	7	2.53527e+09
180	3	8	1.85326e+10
181	3	9	2.42972e+09
182	3	10	2.71387e+09
183	3	11	7.1703e+09
184	3	12	5.68616e+09
185	3	13	4.32765e+09
186	3	14	3.02682e+09
187	3	15	1.03478e+10
188	3	16	4.62877e+09
189	3	17	3.25988e+09
190	3	18	1.07213e+10
191	3	19	8.67983e+09
192	3	20	3.63844e+09
193	3	21	8.05424e+09
194	3	22	1.02213e+10
195	3	23	0
196	3	24	0
197	3	25	0
198	3	26	0
199	3	27	0
200	3	28	0
201	3	29	0
202	3	30	0
203	3	31	1.49561e+09
204	3	32	5.8586e+09
205	3	33	3.71373e+09
206	3	34	5.0417e+08
207	3	35	6.371e+09
208	3	36	9.09617e+08
209	3	37	0
210	3	38	0
211	3	39	4.76266e+09
212	3	40	9.67505e+09
213	3	41	2.81002e+08
214	3	42	0
215	3	43	0
216	3	44	2.05914e+09
217	3	45	3.48445e+08
218	3	46	3.55191e+07
219	3	47	0
220	3	48	2.03916e+09
221	3	49	4.0463e+09
222	3	50	5.19997e+09
223	3	51	0
224	3	52	8.97034e+08
225	3	53	6.34539e+09
226	3	54	4.96352e+09
227	3	55	0
228	3	56	1.52069e+09
229	3	57	3.3408e+09
230	3	58	3.75979e+09
231	3	59	0
232	3	60	3.55873e+08
233	3	61	2.68498e+09
234	3	62	3.27307e+09
235	3	63	0
236	3	64	3.94941e+07
237	3	65	6.93748e+09
238	3	66	2.24583e+09
239	3	67	1.81762e+09
240	3	68	3.93309e+09
241	3	69	1.69194e+09
242	3	70	0
243	3	71	0
244	3	72	0
245	3	73	0
246	3	74	0
247	3	75	2.05677e+08
248	3	76	3.78681e+09
249	3	77	2.76427e+08
250	3	78	0
251	3	79	0
252	3	80	0
253	3	81	5.04615e+07
254	3	82	4.82547e+09
255	3	83	4.45076e+09
256	3	84	0
257	3	85	0
258	3	86	0
259	3	87	3.66273e+09
260	3	88	0
261	3	89	0
262	4	0	5.50339e+09
263	4	1	6.29758e+09
264	4	2	8.54983e+09
265	4	3	4.79351e+09
266	4	4	2.87058e+09
267	4	5	3.80016e+09
268	4	6	6.57821e+09
269	4	7	4.78461e+09
270	4	8	2.46024e+09
271	4	9	2.07933e+09
272	4	10	5.35768e+09
273	4	11	3.41142e+09
274	4	12	3.46413e+09
275	4	13	2.76569e+09
276	4	14	9.43048e+09
277	4	15	7.71114e+09
278	4	16	4.29458e+09
279	4	17	3.16828e+09
280	4	18	5.82622e+09
281	4	19	0
282	4	20	0
283	4	21	0
284	4	22	0
285	4	23	0
286	4	24	0
287	4	25	0
288	4	26	0
289	4	27	0
290	4	28	0
291	4	29	0
292	4	30	7.39652e+07
293	4	31	5.40801e+09
294	4	32	7.32688e+08
295	4	33	8.66821e+08
296	4	34	0
297	4	35	4.86062e+06
298	4	36	1.81132e+09
299	4	37	2.83057e+09
300	4	38	9.71483e+08
301	4	39	2.04591e+09
302	4	40	1.01387e+07
303	4	41	1.37895e+08
304	4	42	5.29567e+09
305	4	43	1.76638e+09
306	4	44	3.96627e+07
307	4	45	2.60712e+09
308	4	46	2.62172e+09
309	4	47	2.50914e+09
310	4	48	7.99909e+07
311	4	49	2.24587e+09
312	4	50	9.95156e+08
313	4	51	1.21628e+09
314	4	52	1.62053e+07
315	4	53	3.65678e+09
316	4	54	4.23162e+09
317	4	55	5.17374e+08
318	4	56	2.93865e+06
319	4	57	0
320	4	58	2.1066e+08
321	4	59	4.88485e+09
322	4	60	1.88012e+09
323	4	61	3.36035e+09
324	4	62	1.88818e+09
325	4	63	2.59199e+07
326	4	64	0
327	4	65	0
328	4	66	0
329	4	67	0
330	4	68	2.1535e+07
331	4	69	1.36318e+09
332	4	70	4.81277e+07
333	4	71	0
334	4	72	0
335	4	73	0
336	4	74	0
337	4	75	0
338	4	76	0
339	4	77	0
340	5	0	2.1321e+09
341	5	1	7.14774e+09
342	5	2	2.7884e+09
343	5	3	1.40988e+09
344	5	4	2.12359e+09
345	5	5	4.47854e+09
346	5	6	3.59901e+09
347	5	7	3.6493e+09
348	5	8	1.96549e+09
349	5	9	1.35173e+09
350	5	10	2.10524e+09
351	5	11	2.53325e+09
352	5	12	3.05257e+09
353	5	13	1.96889e+09
354	5	14	1.22153e+09
355	5	15	1.98365e+09
356	5	16	2.73924e+09
357	5	17	2.93354e+09
358	5	18	3.09885e+09
359	5	19	2.93775e+09
360	5	20	5.52769e+09
361	5	21	5.55015e+09
362	5	22	4.19328e+09
363	5	23	4.11326e+09
364	5	24	2.09691e+09
365	5	25	0
366	5	26	0
367	5	27	4.5567e+07
368	5	28	7.20028e+07
369	5	29	0
370	5	30	0
371	5	31	5.90421e+07
372	5	32	3.87118e+08
373	5	33	1.29807e+09
374	5	34	2.761e+09
375	5	35	1.41991e+09
376	5	36	9.96538e+06
377	5	37	0
378	5	38	1.4826e+08
379	5	39	9.78373e+08
380	5	40	8.36182e+08
381	5	41	1.19034e+09
382	5	42	9.93585e+07
383	5	43	2.44682e+07
384	5	44	1.59816e+08
385	5	45	5.78513e+08
386	5	46	1.2706e+09
387	5	47	1.26759e+09
388	5	48	8.43934e+07
389	5	49	9.76394e+08
390	5	50	1.58244e+09
391	5	51	1.69412e+09
392	5	52	9.05815e+08
393	5	53	2.13432e+07
394	5	54	1.67604e+09
395	5	55	1.67254e+09
396	5	56	5.62674e+08
397	5	57	1.20463e+07
398	5	58	5.72169e+08
399	5	59	8.55297e+08
400	5	60	6.24383e+08
401	5	61	1.28764e+07
402	5	62	2.43364e+08
403	5	63	4.37346e+08
404	5	64	9.63048e+08
405	5	65	1.07828e+07
406	5	66	4.6764e+08
407	5	67	7.82307e+08
408	5	68	5.53102e+08
409	5	69	3.44828e+06
410	5	70	1.76435e+09
411	5	71	2.34981e+09
412	5	72	6.34477e+08
413	5	73	3.28518e+07
414	5	74	0
415	5	75	1.76985e+09
416	5	76	3.8377e+09
417	5	77	1.89137e+08
418	5	78	3.51484e+06
419	5	79	0
420	5	80	5.38593e+07
421	5	81	1.84798e+08
422	5	82	3.18549e+08
423	5	83	3.03332e+08
424	5	84	1.06682e+08
425	5	85	2.41453e+07
426	5	86	0
427	5	87	0
428	5	88	0
429	5	89	0
430	5	90	0
431	5	91	0
432	5	92	0
433	5	93	0
