RTPLAN:  pb field pb_type      E pb_nprim  FWHM  x0 y0 z0 f_x f_y f_z u_x u_y u_z l_x l_y l_z
pb: 35 2 electron 130 100000 0.7 -86.0424 -26.1078 -136.014 0.960455 0.278321 -0.00802528 0.00770816 0.00223367 0.999968 -0.27833 0.960486 -4.33681e-19
pb: 36 2 electron 130 100000 0.7 -86.0424 -26.1078 -136.014 0.960486 0.27833 0 0 0 1 -0.27833 0.960486 0
pb: 37 2 electron 130 100000 0.7 -86.0424 -26.1078 -136.014 0.960455 0.278321 0.00802528 -0.00770816 -0.00223367 0.999968 -0.27833 0.960486 4.33681e-19
pb: 38 2 electron 130 100000 0.7 -86.0424 -26.1078 -136.014 0.960362 0.278294 0.016049 -0.0154148 -0.00446692 0.999871 -0.27833 0.960486 0
pb: 39 2 electron 130 100000 0.7 -86.0424 -26.1078 -136.014 0.957451 0.285797 -0.0401044 0.0384289 0.0114709 0.999195 -0.286027 0.958222 0
pb: 40 2 electron 130 100000 0.7 -86.0424 -26.1078 -136.014 0.957728 0.285879 -0.0320928 0.0307521 0.00917941 0.999485 -0.286027 0.958222 -1.73472e-18
pb: 41 2 electron 130 100000 0.7 -86.0424 -26.1078 -136.014 0.958098 0.28599 0.0160526 -0.015382 -0.00459148 0.999871 -0.286027 0.958222 0
pb: 42 2 electron 130 100000 0.7 -86.0424 -26.1078 -136.014 0.957944 0.285944 0.0240751 -0.0230692 -0.00688611 0.99971 -0.286027 0.958222 8.67362e-19
pb: 43 2 electron 130 100000 0.7 -86.0424 -26.1078 -136.014 0.957728 0.285879 0.0320928 -0.0307521 -0.00917941 0.999485 -0.286027 0.958222 1.73472e-18
pb: 44 2 electron 130 100000 0.7 -86.0424 -26.1078 -136.014 0.955126 0.293472 -0.0401109 0.0383418 0.0117809 0.999195 -0.293708 0.955895 0
pb: 45 2 electron 130 100000 0.7 -86.0424 -26.1078 -136.014 0.955403 0.293557 -0.032098 0.0306823 0.00942744 0.999485 -0.293708 0.955895 -1.73472e-18
pb: 46 2 electron 130 100000 0.7 -86.0424 -26.1078 -136.014 0.955618 0.293623 0.0240789 -0.0230169 -0.00707217 0.99971 -0.293708 0.955895 0
pb: 47 2 electron 130 100000 0.7 -86.0424 -26.1078 -136.014 0.955403 0.293557 0.032098 -0.0306823 -0.00942744 0.999485 -0.293708 0.955895 1.73472e-18
pb: 48 2 electron 130 100000 0.7 -86.0424 -26.1078 -136.014 0.955126 0.293472 0.0401109 -0.0383418 -0.0117809 0.999195 -0.293708 0.955895 0
pb: 49 2 electron 130 100000 0.7 -86.0424 -26.1078 -136.014 0.952739 0.30113 -0.0401148 0.0382497 0.0120895 0.999195 -0.301372 0.953507 0
pb: 50 2 electron 130 100000 0.7 -86.0424 -26.1078 -136.014 0.953015 0.301217 -0.0321011 0.0306086 0.00967438 0.999485 -0.301372 0.953507 0
pb: 51 2 electron 130 100000 0.7 -86.0424 -26.1078 -136.014 0.953015 0.301217 0.0321011 -0.0306086 -0.00967438 0.999485 -0.301372 0.953507 0
pb: 52 2 electron 130 100000 0.7 -86.0424 -26.1078 -136.014 0.952739 0.30113 0.0401148 -0.0382497 -0.0120895 0.999195 -0.301372 0.953507 0
pb: 53 2 electron 130 100000 0.7 -86.0424 -26.1078 -136.014 0.950291 0.308769 -0.040116 0.0381526 0.0123966 0.999195 -0.309018 0.951056 0
pb: 54 2 electron 130 100000 0.7 -86.0424 -26.1078 -136.014 0.950566 0.308859 -0.0321021 0.0305309 0.00992015 0.999485 -0.309018 0.951056 0
pb: 55 2 electron 130 100000 0.7 -86.0424 -26.1078 -136.014 0.950566 0.308859 0.0321021 -0.0305309 -0.00992015 0.999485 -0.309018 0.951056 0
pb: 56 2 electron 130 100000 0.7 -86.0424 -26.1078 -136.014 0.950291 0.308769 0.040116 -0.0381526 -0.0123966 0.999195 -0.309018 0.951056 0
pb: 57 2 electron 130 100000 0.7 -86.0424 -26.1078 -136.014 0.947781 0.316389 -0.0401148 0.0380506 0.0127021 0.999195 -0.316644 0.948544 1.73472e-18
pb: 58 2 electron 130 100000 0.7 -86.0424 -26.1078 -136.014 0.948056 0.316481 -0.0321011 0.0304493 0.0101646 0.999485 -0.316644 0.948544 0
pb: 59 2 electron 130 100000 0.7 -86.0424 -26.1078 -136.014 0.948056 0.316481 0.0321011 -0.0304493 -0.0101646 0.999485 -0.316644 0.948544 0
pb: 60 2 electron 130 100000 0.7 -86.0424 -26.1078 -136.014 0.947781 0.316389 0.0401148 -0.0380506 -0.0127021 0.999195 -0.316644 0.948544 -1.73472e-18
pb: 61 2 electron 130 100000 0.7 -86.0424 -26.1078 -136.014 0.945211 0.323988 -0.0401109 0.0379438 0.0130059 0.999195 -0.324249 0.945972 -1.73472e-18
pb: 62 2 electron 130 100000 0.7 -86.0424 -26.1078 -136.014 0.945484 0.324082 -0.032098 0.0303638 0.0104077 0.999485 -0.324249 0.945972 1.73472e-18
pb: 63 2 electron 130 100000 0.7 -86.0424 -26.1078 -136.014 0.945698 0.324155 -0.0240789 0.022778 0.00780756 0.99971 -0.324249 0.945972 0
pb: 64 2 electron 130 100000 0.7 -86.0424 -26.1078 -136.014 0.945484 0.324082 0.032098 -0.0303638 -0.0104077 0.999485 -0.324249 0.945972 -1.73472e-18
pb: 65 2 electron 130 100000 0.7 -86.0424 -26.1078 -136.014 0.945211 0.323988 0.0401109 -0.0379438 -0.0130059 0.999195 -0.324249 0.945972 1.73472e-18
pb: 66 2 electron 130 100000 0.7 -86.0424 -26.1078 -136.014 0.942853 0.33166 -0.0320928 0.0302744 0.0106494 0.999485 -0.331831 0.943339 0
pb: 67 2 electron 130 100000 0.7 -86.0424 -26.1078 -136.014 0.943066 0.331734 -0.0240751 0.0227109 0.00798884 0.99971 -0.331831 0.943339 0
pb: 68 2 electron 130 100000 0.7 -86.0424 -26.1078 -136.014 0.943217 0.331788 -0.0160526 0.0151431 0.00532675 0.999871 -0.331831 0.943339 0
pb: 69 2 electron 130 100000 0.7 -86.0424 -26.1078 -136.014 0.943309 0.33182 -0.00802709 0.00757226 0.00266363 0.999968 -0.331831 0.943339 0
pb: 70 2 electron 130 100000 0.7 -86.0424 -26.1078 -136.014 0.942853 0.33166 0.0320928 -0.0302744 -0.0106494 0.999485 -0.331831 0.943339 0
pb: 71 2 electron 130 100000 0.7 -86.0424 -26.1078 -136.014 0.94258 0.331564 0.0401044 -0.0378321 -0.0133079 0.999195 -0.331831 0.943339 -1.73472e-18
pb: 72 2 electron 130 100000 0.7 -86.0424 -26.1078 -136.014 0.940525 0.339344 -0.016049 0.0150964 0.00544684 0.999871 -0.339388 0.940646 0
pb: 73 2 electron 130 100000 0.7 -86.0424 -26.1078 -136.014 0.940616 0.339377 -0.00802528 0.00754895 0.00272368 0.999968 -0.339388 0.940646 0
pb: 74 2 electron 130 100000 0.7 -86.0424 -26.1078 -136.014 0.940646 0.339388 0 0 0 1 -0.339388 0.940646 0
pb: 75 2 electron 130 100000 0.7 -86.0424 -26.1078 -136.014 0.940616 0.339377 0.00802528 -0.00754895 -0.00272368 0.999968 -0.339388 0.940646 0
pb: 76 2 electron 130 100000 0.7 -86.0424 -26.1078 -136.014 0.940162 0.339213 0.0320856 -0.0301812 -0.0108895 0.999485 -0.339388 0.940646 0
pb: 77 2 electron 130 100000 0.7 -86.0424 -26.1078 -136.014 0.93989 0.339115 0.0400954 -0.0377156 -0.0136079 0.999196 -0.339388 0.940646 0
pb: 78 2 electron 130 100000 0.7 -86.0424 -26.1078 -136.014 0.937895 0.34692 0 0 0 1 -0.34692 0.937895 0
pb: 79 2 electron 130 100000 0.7 -86.0424 -26.1078 -136.014 0.937865 0.346909 0.00802295 -0.00752468 -0.00278332 0.999968 -0.34692 0.937895 0
pb: 80 2 electron 130 100000 0.7 -86.0424 -26.1078 -136.014 0.937774 0.346875 0.0160444 -0.0150479 -0.00556611 0.999871 -0.34692 0.937895 8.67362e-19
pb: 81 2 electron 130 100000 0.7 -86.0424 -26.1078 -136.014 0.937623 0.346819 0.0240627 -0.0225682 -0.00834781 0.99971 -0.34692 0.937895 0
pb: 82 2 electron 130 100000 0.7 -86.0424 -26.1078 -136.014 0.937412 0.346741 0.0320763 -0.0300842 -0.0111279 0.999485 -0.34692 0.937895 1.73472e-18
pb: 83 2 electron 130 100000 0.7 -86.0424 -26.1078 -136.014 0.937141 0.346641 0.0400838 -0.0375944 -0.0139059 0.999196 -0.34692 0.937895 0
pb: 84 2 electron 130 100000 0.7 -86.0424 -26.1078 -136.014 0.935055 0.354413 0.00802011 -0.00749948 -0.00284252 0.999968 -0.354424 0.935085 0
pb: 85 2 electron 130 100000 0.7 -86.0424 -26.1078 -136.014 0.934964 0.354379 0.0160387 -0.0149975 -0.0056845 0.999871 -0.354424 0.935085 0
pb: 86 2 electron 130 100000 0.7 -86.0424 -26.1078 -136.014 0.934814 0.354322 0.0240541 -0.0224927 -0.00852538 0.999711 -0.354424 0.935085 0
pb: 87 2 electron 130 100000 0.7 -86.0424 -26.1078 -136.014 0.934604 0.354242 0.032065 -0.0299835 -0.0113646 0.999486 -0.354424 0.935085 0
pb: 88 2 electron 130 100000 0.7 -86.0424 -26.1078 -136.014 0.934334 0.35414 0.0400696 -0.0374685 -0.0142017 0.999197 -0.354424 0.935085 1.73472e-18
