RTPLAN:  pb field pb_type      E pb_nprim  FWHM  x0 y0 z0 f_x f_y f_z u_x u_y u_z l_x l_y l_z
#     pb    field    pb_type      E         pb_nprim     FWHM  x0      y0    z0   f_x  f_y  f_z  u_x  u_y  u_z  l_x  l_y l_z
pb: 1 2 electron 130 100000 1.2 -86.0424 -26.1078 -136.014 0.957641 0.287049 -0.0229299 0.0219644 0.00658373 0.999737 -0.287125 0.957893 8.67362e-19
pb: 2 2 electron 130 100000 1.2 -86.0424 -26.1078 -136.014 0.95783 0.287106 -0.0114672 0.0109843 0.00329252 0.999934 -0.287125 0.957893 -4.33681e-19
pb: 3 2 electron 130 100000 1.2 -86.0424 -26.1078 -136.014 0.957893 0.287125 0 0 0 1 -0.287125 0.957893 0
pb: 4 2 electron 130 100000 1.2 -86.0424 -26.1078 -136.014 0.954287 0.298011 -0.0229344 0.0218917 0.0068365 0.999737 -0.29809 0.954538 0
pb: 5 2 electron 130 100000 1.2 -86.0424 -26.1078 -136.014 0.954475 0.29807 -0.0114695 0.010948 0.00341893 0.999934 -0.29809 0.954538 4.33681e-19
pb: 6 2 electron 130 100000 1.2 -86.0424 -26.1078 -136.014 0.954538 0.29809 0 0 0 1 -0.29809 0.954538 0
pb: 7 2 electron 130 100000 1.2 -86.0424 -26.1078 -136.014 0.954475 0.29807 0.0114695 -0.010948 -0.00341893 0.999934 -0.29809 0.954538 -4.33681e-19
pb: 8 2 electron 130 100000 1.2 -86.0424 -26.1078 -136.014 0.954287 0.298011 0.0229344 -0.0218917 -0.0068365 0.999737 -0.29809 0.954538 0
pb: 9 2 electron 130 100000 1.2 -86.0424 -26.1078 -136.014 0.950806 0.308937 -0.0229359 0.0218133 0.00708761 0.999737 -0.309018 0.951056 8.67362e-19
pb: 10 2 electron 130 100000 1.2 -86.0424 -26.1078 -136.014 0.950994 0.308998 -0.0114702 0.0109088 0.0035445 0.999934 -0.309018 0.951056 0
pb: 11 2 electron 130 100000 1.2 -86.0424 -26.1078 -136.014 0.951056 0.309018 0 0 0 1 -0.309018 0.951056 0
pb: 12 2 electron 130 100000 1.2 -86.0424 -26.1078 -136.014 0.950994 0.308998 0.0114702 -0.0109088 -0.0035445 0.999934 -0.309018 0.951056 0
pb: 13 2 electron 130 100000 1.2 -86.0424 -26.1078 -136.014 0.950806 0.308937 0.0229359 -0.0218133 -0.00708761 0.999737 -0.309018 0.951056 -8.67362e-19
pb: 14 2 electron 130 100000 1.2 -86.0424 -26.1078 -136.014 0.9472 0.319822 -0.0229344 0.0217292 0.00733685 0.999737 -0.319906 0.947449 0
pb: 15 2 electron 130 100000 1.2 -86.0424 -26.1078 -136.014 0.947387 0.319885 -0.0114695 0.0108667 0.00366915 0.999934 -0.319906 0.947449 0
pb: 16 2 electron 130 100000 1.2 -86.0424 -26.1078 -136.014 0.947449 0.319906 0 0 0 1 -0.319906 0.947449 0
pb: 17 2 electron 130 100000 1.2 -86.0424 -26.1078 -136.014 0.947387 0.319885 0.0114695 -0.0108667 -0.00366915 0.999934 -0.319906 0.947449 0
pb: 18 2 electron 130 100000 1.2 -86.0424 -26.1078 -136.014 0.9472 0.319822 0.0229344 -0.0217292 -0.00733685 0.999737 -0.319906 0.947449 0
pb: 19 2 electron 130 100000 1.2 -86.0424 -26.1078 -136.014 0.943719 0.330749 0 0 0 1 -0.330749 0.943719 0
pb: 20 2 electron 130 100000 1.2 -86.0424 -26.1078 -136.014 0.943657 0.330727 0.0114672 -0.0108218 -0.00379276 0.999934 -0.330749 0.943719 -4.33681e-19
pb: 21 2 electron 130 100000 1.2 -86.0424 -26.1078 -136.014 0.943471 0.330662 0.0229299 -0.0216393 -0.00758403 0.999737 -0.330749 0.943719 0
pb: 22 2 electron 130 100000 0.7 -86.0424 -26.1078 -136.014 0.964545 0.26282 -0.0240541 0.023208 0.00632374 0.999711 -0.262896 0.964824 8.67362e-19
pb: 23 2 electron 130 100000 0.7 -86.0424 -26.1078 -136.014 0.964793 0.262888 -0.00802011 0.007738 0.00210846 0.999968 -0.262896 0.964824 0
pb: 24 2 electron 130 100000 0.7 -86.0424 -26.1078 -136.014 0.964824 0.262896 0 0 0 1 -0.262896 0.964824 0
pb: 25 2 electron 130 100000 0.7 -86.0424 -26.1078 -136.014 0.962191 0.27048 -0.0320763 0.0308794 0.00868047 0.999485 -0.270619 0.962686 -1.73472e-18
pb: 26 2 electron 130 100000 0.7 -86.0424 -26.1078 -136.014 0.962408 0.270541 -0.0240627 0.0231648 0.00651182 0.99971 -0.270619 0.962686 0
pb: 27 2 electron 130 100000 0.7 -86.0424 -26.1078 -136.014 0.962563 0.270584 -0.0160444 0.0154457 0.00434191 0.999871 -0.270619 0.962686 -8.67362e-19
pb: 28 2 electron 130 100000 0.7 -86.0424 -26.1078 -136.014 0.962656 0.27061 -0.00802295 0.00772359 0.00217116 0.999968 -0.270619 0.962686 0
pb: 29 2 electron 130 100000 0.7 -86.0424 -26.1078 -136.014 0.962686 0.270619 0 0 0 1 -0.270619 0.962686 0
pb: 30 2 electron 130 100000 0.7 -86.0424 -26.1078 -136.014 0.962656 0.27061 0.00802295 -0.00772359 -0.00217116 0.999968 -0.270619 0.962686 0
pb: 31 2 electron 130 100000 0.7 -86.0424 -26.1078 -136.014 0.959713 0.278106 -0.0400954 0.0385111 0.0111597 0.999196 -0.27833 0.960486 0
pb: 32 2 electron 130 100000 0.7 -86.0424 -26.1078 -136.014 0.959991 0.278187 -0.0320856 0.0308178 0.00893038 0.999485 -0.27833 0.960486 1.73472e-18
pb: 33 2 electron 130 100000 0.7 -86.0424 -26.1078 -136.014 0.960207 0.278249 -0.0240696 0.0231185 0.0066993 0.99971 -0.27833 0.960486 -8.67362e-19
pb: 34 2 electron 130 100000 0.7 -86.0424 -26.1078 -136.014 0.960362 0.278294 -0.016049 0.0154148 0.00446692 0.999871 -0.27833 0.960486 0
