RTPLAN:  pb field pb_type      E pb_nprim  FWHM  x0 y0 z0 f_x f_y f_z u_x u_y u_z l_x l_y l_z
#     pb    field    pb_type      E         pb_nprim     FWHM  x0      y0    z0   f_x  f_y  f_z  u_x  u_y  u_z  l_x  l_y l_z
pb: 1 4 electron 100 100000 1.2 78.0843 -25.5577 -136.014 -0.943496 0.331177 0.0117061 0.0110454 -0.00387705 0.999931 -0.3312 -0.943561 4.33681e-19
pb: 2 4 electron 100 100000 1.2 78.0843 -25.5577 -136.014 -0.943302 0.331109 0.0234073 0.0220862 -0.00775251 0.999726 -0.3312 -0.943561 8.67362e-19
pb: 3 4 electron 100 100000 1.2 78.0843 -25.5577 -136.014 -0.947308 0.320111 -0.0117085 -0.0110923 0.00374827 0.999931 -0.320133 -0.947373 0
pb: 4 4 electron 100 100000 1.2 78.0843 -25.5577 -136.014 -0.947373 0.320133 0 0 0 1 -0.320133 -0.947373 0
pb: 5 4 electron 100 100000 1.2 78.0843 -25.5577 -136.014 -0.947308 0.320111 0.0117085 0.0110923 -0.00374827 0.999931 -0.320133 -0.947373 0
pb: 6 4 electron 100 100000 1.2 78.0843 -25.5577 -136.014 -0.947113 0.320045 0.0234121 0.02218 -0.00749499 0.999726 -0.320133 -0.947373 -8.67362e-19
pb: 7 4 electron 100 100000 1.2 78.0843 -25.5577 -136.014 -0.950795 0.308934 -0.0234138 -0.0222678 0.00723528 0.999726 -0.309018 -0.951056 0
pb: 8 4 electron 100 100000 1.2 78.0843 -25.5577 -136.014 -0.950991 0.308997 -0.0117093 -0.0111362 0.00361838 0.999931 -0.309018 -0.951056 0
pb: 9 4 electron 100 100000 1.2 78.0843 -25.5577 -136.014 -0.951056 0.309018 0 0 0 1 -0.309018 -0.951056 0
pb: 10 4 electron 100 100000 1.2 78.0843 -25.5577 -136.014 -0.950991 0.308997 0.0117093 0.0111362 -0.00361838 0.999931 -0.309018 -0.951056 0
pb: 11 4 electron 100 100000 1.2 78.0843 -25.5577 -136.014 -0.950795 0.308934 0.0234138 0.0222678 -0.00723528 0.999726 -0.309018 -0.951056 0
pb: 12 4 electron 100 100000 1.2 78.0843 -25.5577 -136.014 -0.954347 0.29778 -0.0234121 -0.0223495 0.00697358 0.999726 -0.297862 -0.954609 8.67362e-19
pb: 13 4 electron 100 100000 1.2 78.0843 -25.5577 -136.014 -0.954544 0.297841 -0.0117085 -0.011177 0.00348751 0.999931 -0.297862 -0.954609 4.33681e-19
pb: 14 4 electron 100 100000 1.2 78.0843 -25.5577 -136.014 -0.954609 0.297862 0 0 0 1 -0.297862 -0.954609 0
pb: 15 4 electron 100 100000 1.2 78.0843 -25.5577 -136.014 -0.954544 0.297841 0.0117085 0.011177 -0.00348751 0.999931 -0.297862 -0.954609 -4.33681e-19
pb: 16 4 electron 100 100000 1.2 78.0843 -25.5577 -136.014 -0.954347 0.29778 0.0234121 0.0223495 -0.00697358 0.999726 -0.297862 -0.954609 -8.67362e-19
pb: 17 4 electron 100 100000 1.2 78.0843 -25.5577 -136.014 -0.957768 0.286589 -0.0234073 -0.0224249 0.00671011 0.999726 -0.286667 -0.95803 0
pb: 18 4 electron 100 100000 1.2 78.0843 -25.5577 -136.014 -0.957965 0.286647 -0.0117061 -0.0112148 0.00335575 0.999931 -0.286667 -0.95803 0
pb: 19 4 electron 100 100000 1.2 78.0843 -25.5577 -136.014 -0.95803 0.286667 0 0 0 1 -0.286667 -0.95803 0
pb: 20 4 electron 100 100000 0.7 78.0843 -25.5577 -136.014 -0.937573 0.347692 0.00818991 0.0076789 -0.00284766 0.999966 -0.347703 -0.937605 0
pb: 21 4 electron 100 100000 0.7 78.0843 -25.5577 -136.014 -0.937322 0.347598 0.0245631 0.0230305 -0.00854069 0.999698 -0.347703 -0.937605 1.73472e-18
pb: 22 4 electron 100 100000 0.7 78.0843 -25.5577 -136.014 -0.940419 0.340017 0 0 0 1 -0.340017 -0.940419 0
pb: 23 4 electron 100 100000 0.7 78.0843 -25.5577 -136.014 -0.940388 0.340006 0.00819238 0.00770428 -0.00278555 0.999966 -0.340017 -0.940419 0
pb: 24 4 electron 100 100000 0.7 78.0843 -25.5577 -136.014 -0.940293 0.339972 0.0163831 0.015407 -0.00557054 0.999866 -0.340017 -0.940419 0
pb: 25 4 electron 100 100000 0.7 78.0843 -25.5577 -136.014 -0.940135 0.339915 0.0245706 0.0231066 -0.00835441 0.999698 -0.340017 -0.940419 0
pb: 26 4 electron 100 100000 0.7 78.0843 -25.5577 -136.014 -0.939915 0.339835 0.0327531 0.0308016 -0.0111366 0.999463 -0.340017 -0.940419 0
pb: 27 4 electron 100 100000 0.7 78.0843 -25.5577 -136.014 -0.939631 0.339732 0.040929 0.0384904 -0.0139166 0.999162 -0.340017 -0.940419 0
pb: 28 4 electron 100 100000 0.7 78.0843 -25.5577 -136.014 -0.942666 0.332126 -0.0327607 -0.030899 0.0108865 0.999463 -0.332304 -0.943172 1.73472e-18
pb: 29 4 electron 100 100000 0.7 78.0843 -25.5577 -136.014 -0.942887 0.332204 -0.0245763 -0.0231797 0.00816681 0.999698 -0.332304 -0.943172 -8.67362e-19
pb: 30 4 electron 100 100000 0.7 78.0843 -25.5577 -136.014 -0.943046 0.332259 -0.016387 -0.0154557 0.00544545 0.999866 -0.332304 -0.943172 0
pb: 31 4 electron 100 100000 0.7 78.0843 -25.5577 -136.014 -0.943141 0.332293 -0.00819431 -0.00772865 0.002723 0.999966 -0.332304 -0.943172 0
pb: 32 4 electron 100 100000 0.7 78.0843 -25.5577 -136.014 -0.943172 0.332304 0 0 0 1 -0.332304 -0.943172 0
pb: 33 4 electron 100 100000 0.7 78.0843 -25.5577 -136.014 -0.943046 0.332259 0.016387 0.0154557 -0.00544545 0.999866 -0.332304 -0.943172 0
pb: 34 4 electron 100 100000 0.7 78.0843 -25.5577 -136.014 -0.942666 0.332126 0.0327607 0.030899 -0.0108865 0.999463 -0.332304 -0.943172 -1.73472e-18
